County,Race,Age,Gender,Education Level,Employment Status,Income Level,Prior Convictions,Risk Score,Judge Decision,Re-offense
Copiah County,White,44,Male,High School,Unemployed,"$20,000 - $50,000",6,6,Granted,Yes
Copiah County,White,61,Female,Less than High School,Employed,"$50,000 - $100,000",4,6,Granted,No
Copiah County,White,18,Male,Some College,Unemployed,"$20,000 - $50,000",0,7,Denied,No
Copiah County,White,23,Female,Some College,Unemployed,"$20,000 - $50,000",2,5,Granted,No
Copiah County,White,70,Male,High School,Employed,"$20,000 - $50,000",5,5,Granted,Yes
Copiah County,White,51,Female,Bachelor's Degree,Employed,"< $20,000",4,8,Denied,Yes
Copiah County,White,54,Male,High School,Employed,"$20,000 - $50,000",4,3,Granted,Yes
Copiah County,Black,58,Male,Some College,Employed,"$20,000 - $50,000",2,10,Denied,No
Copiah County,White,34,Female,Some College,Employed,"> $100,000",2,6,Granted,No
Copiah County,White,60,Male,High School,Employed,"> $100,000",0,4,Granted,No
Copiah County,Black,42,Female,Less than High School,Employed,"< $20,000",2,10,Denied,No
Copiah County,Black,53,Male,Less than High School,Unemployed,"$20,000 - $50,000",0,7,Denied,No
Copiah County,White,50,Female,Less than High School,Employed,"< $20,000",2,4,Granted,Yes
Copiah County,Black,66,Male,Some College,Unemployed,"< $20,000",4,8,Denied,No
Copiah County,White,37,Female,Less than High School,Employed,"< $20,000",2,6,Granted,Yes
Copiah County,Black,54,Male,Master's Degree,Employed,"$50,000 - $100,000",1,3,Granted,No
Copiah County,Other,24,Female,Some College,Employed,"$20,000 - $50,000",2,4,Granted,No
Copiah County,Black,58,Male,Bachelor's Degree,Employed,"$20,000 - $50,000",3,6,Denied,No
Copiah County,White,71,Female,Less than High School,Unemployed,"< $20,000",4,6,Granted,No
Copiah County,White,28,Male,Less than High School,Employed,"$20,000 - $50,000",0,4,Granted,No
Copiah County,Black,48,Male,High School,Employed,"< $20,000",2,4,Granted,No
Copiah County,White,73,Male,Bachelor's Degree,Employed,"< $20,000",1,7,Denied,No
Copiah County,White,44,Female,High School,Unemployed,"$20,000 - $50,000",2,5,Granted,No
Copiah County,White,72,Male,Less than High School,Employed,"$50,000 - $100,000",0,1,Granted,No
Copiah County,Black,27,Female,High School,Employed,"$20,000 - $50,000",1,8,Denied,Yes
Copiah County,Black,55,Male,Less than High School,Employed,"< $20,000",2,7,Denied,Yes
Copiah County,White,62,Male,Bachelor's Degree,Employed,"$50,000 - $100,000",3,8,Denied,Yes
Copiah County,White,66,Female,Some College,Employed,"> $100,000",1,7,Denied,No
Copiah County,White,49,Female,High School,Employed,"< $20,000",1,2,Granted,Yes
Copiah County,Black,73,Male,Some College,Employed,"$50,000 - $100,000",5,6,Denied,No
Copiah County,White,22,Female,High School,Unemployed,"< $20,000",1,5,Granted,Yes
Copiah County,White,21,Male,High School,Unemployed,"$20,000 - $50,000",0,7,Denied,No
Copiah County,White,73,Female,Some College,Unemployed,"> $100,000",3,5,Granted,No
Copiah County,White,19,Female,Bachelor's Degree,Employed,"$20,000 - $50,000",2,4,Granted,No
Copiah County,White,31,Female,Master's Degree,Employed,"> $100,000",2,1,Granted,No
Copiah County,White,53,Male,High School,Unemployed,"$20,000 - $50,000",1,6,Granted,No
Copiah County,Black,65,Female,Less than High School,Unemployed,"< $20,000",1,5,Denied,No
Copiah County,Black,61,Male,Bachelor's Degree,Employed,"$20,000 - $50,000",4,4,Granted,No
Copiah County,White,65,Male,Some College,Employed,"$20,000 - $50,000",3,2,Granted,No
Copiah County,White,37,Male,Less than High School,Unemployed,"$20,000 - $50,000",0,4,Granted,No
Copiah County,Black,33,Male,Less than High School,Employed,"$20,000 - $50,000",2,2,Granted,No
Copiah County,White,62,Female,High School,Employed,"< $20,000",3,7,Denied,Yes
Copiah County,White,61,Male,Bachelor's Degree,Employed,"$20,000 - $50,000",3,6,Granted,No
Copiah County,Black,52,Male,High School,Employed,"< $20,000",3,6,Denied,Yes
Copiah County,Black,60,Male,Less than High School,Employed,"$20,000 - $50,000",0,2,Granted,No
Copiah County,Black,61,Female,Bachelor's Degree,Employed,"> $100,000",1,9,Denied,Yes
Copiah County,Other,29,Female,High School,Employed,"$20,000 - $50,000",2,6,Granted,No
