County,Race,Age,Gender,Education Level,Employment Status,Income Level,Prior Convictions,Risk Score,Judge Decision,Re-offense
Claiborne County,Black,34,Male,High School,Employed,"$50,000 - $100,000",2,6,Denied,No
Claiborne County,Black,31,Female,Less than High School,Employed,"$20,000 - $50,000",1,8,Denied,No
Claiborne County,Black,56,Male,Less than High School,Employed,"$20,000 - $50,000",2,6,Denied,No
Claiborne County,Black,28,Male,Some College,Employed,"< $20,000",0,9,Denied,No
Claiborne County,Black,70,Female,High School,Employed,"$20,000 - $50,000",3,3,Granted,No
Claiborne County,Black,69,Male,High School,Employed,"< $20,000",3,7,Denied,Yes
Claiborne County,Black,68,Female,Some College,Employed,"$50,000 - $100,000",1,7,Denied,No
Claiborne County,Black,74,Female,PhD,Employed,"$50,000 - $100,000",2,5,Denied,No
Claiborne County,White,42,Male,Less than High School,Employed,"< $20,000",1,4,Granted,No
Claiborne County,Black,30,Male,High School,Employed,"$50,000 - $100,000",0,8,Denied,No
Claiborne County,Black,34,Male,High School,Employed,"$50,000 - $100,000",0,6,Denied,No
Claiborne County,Black,65,Female,High School,Unemployed,"$20,000 - $50,000",0,6,Denied,No
Claiborne County,Black,24,Male,Some College,Unemployed,"$20,000 - $50,000",2,6,Denied,No
Claiborne County,Black,43,Female,Bachelor's Degree,Employed,"$50,000 - $100,000",1,4,Granted,No
Claiborne County,Black,40,Female,High School,Unemployed,"$20,000 - $50,000",0,6,Denied,No
Claiborne County,Black,33,Male,Less than High School,Employed,"< $20,000",3,6,Denied,No
Claiborne County,Black,66,Female,Bachelor's Degree,Employed,"$50,000 - $100,000",1,6,Denied,No
Claiborne County,White,47,Male,Bachelor's Degree,Employed,"$20,000 - $50,000",2,2,Granted,No
Claiborne County,Black,37,Male,Less than High School,Unemployed,"< $20,000",3,5,Denied,Yes
Claiborne County,Black,65,Male,High School,Employed,"< $20,000",2,6,Denied,No
Claiborne County,White,61,Male,High School,Employed,"> $100,000",0,1,Granted,No
Claiborne County,Black,26,Female,Less than High School,Unemployed,"< $20,000",1,1,Granted,No
Claiborne County,Black,35,Female,Some College,Unemployed,"< $20,000",4,5,Denied,No
Claiborne County,Black,27,Male,Master's Degree,Employed,"$50,000 - $100,000",0,2,Granted,No
Claiborne County,Black,51,Female,High School,Employed,"$20,000 - $50,000",3,7,Denied,No
Claiborne County,Black,56,Female,Less than High School,Unemployed,"$50,000 - $100,000",0,7,Denied,No
Claiborne County,White,53,Male,Master's Degree,Employed,"$50,000 - $100,000",3,3,Granted,No
Claiborne County,Black,26,Male,Less than High School,Employed,"$20,000 - $50,000",1,7,Denied,No
Claiborne County,Black,62,Female,Some College,Employed,"$20,000 - $50,000",1,6,Denied,No
Claiborne County,Black,45,Female,High School,Employed,"> $100,000",2,7,Denied,No
Claiborne County,Black,57,Male,Some College,Employed,"> $100,000",2,8,Denied,No
Claiborne County,Black,25,Female,Some College,Employed,"$50,000 - $100,000",1,10,Denied,Yes
Claiborne County,White,73,Female,Bachelor's Degree,Employed,"$50,000 - $100,000",1,3,Granted,No
Claiborne County,Black,30,Male,Bachelor's Degree,Employed,"> $100,000",0,7,Denied,No
Claiborne County,Black,36,Male,Bachelor's Degree,Employed,"> $100,000",3,5,Denied,No
Claiborne County,Black,72,Male,High School,Unemployed,"$20,000 - $50,000",2,10,Denied,No
Claiborne County,Black,19,Male,Some College,Unemployed,"$50,000 - $100,000",1,8,Denied,Yes
Claiborne County,Black,61,Female,High School,Employed,"$20,000 - $50,000",0,5,Denied,No
Claiborne County,Black,29,Female,Less than High School,Unemployed,"< $20,000",0,7,Denied,Yes
Claiborne County,Black,64,Female,Some College,Unemployed,"< $20,000",2,6,Denied,No
Claiborne County,Black,29,Female,Bachelor's Degree,Employed,"$20,000 - $50,000",0,5,Denied,No
Claiborne County,Black,53,Female,High School,Employed,"< $20,000",0,10,Denied,No
Claiborne County,Black,41,Female,Less than High School,Employed,"$20,000 - $50,000",1,6,Denied,No
Claiborne County,Black,57,Male,Bachelor's Degree,Employed,"$50,000 - $100,000",0,2,Granted,No
Claiborne County,Black,57,Female,Less than High School,Unemployed,"> $100,000",4,4,Granted,Yes
Claiborne County,Black,60,Male,Bachelor's Degree,Employed,"$50,000 - $100,000",1,7,Denied,No
Claiborne County,Black,36,Female,Master's Degree,Employed,"> $100,000",3,4,Granted,No
Claiborne County,Black,51,Female,Some College,Employed,"< $20,000",0,6,Denied,Yes
Claiborne County,Black,23,Female,Some College,Employed,"$20,000 - $50,000",1,10,Denied,No
Claiborne County,White,63,Female,High School,Employed,"$20,000 - $50,000",3,3,Granted,No
Claiborne County,Black,38,Male,High School,Employed,"$50,000 - $100,000",0,3,Granted,No
Claiborne County,Black,36,Female,High School,Unemployed,"$50,000 - $100,000",0,6,Denied,No
Claiborne County,Black,52,Female,Some College,Employed,"$50,000 - $100,000",3,7,Denied,No
Claiborne County,Black,24,Male,Bachelor's Degree,Employed,"$50,000 - $100,000",0,4,Granted,No
Claiborne County,Black,57,Male,High School,Unemployed,"$20,000 - $50,000",5,6,Denied,No
Claiborne County,White,44,Male,High School,Unemployed,"$20,000 - $50,000",2,5,Granted,No
Claiborne County,Black,43,Female,Bachelor's Degree,Employed,"> $100,000",1,9,Denied,Yes
Claiborne County,White,25,Male,Less than High School,Unemployed,"$50,000 - $100,000",1,5,Granted,No
Claiborne County,White,31,Female,Less than High School,Employed,"$50,000 - $100,000",0,3,Granted,No
Claiborne County,Black,53,Male,Some College,Employed,"$20,000 - $50,000",2,4,Granted,No
Claiborne County,Black,36,Female,Some College,Employed,"$50,000 - $100,000",1,8,Denied,No
Claiborne County,Black,63,Female,High School,Unemployed,"$20,000 - $50,000",2,5,Denied,No
Claiborne County,Black,40,Male,High School,Employed,"$20,000 - $50,000",1,8,Denied,No
Claiborne County,Black,69,Female,Some College,Employed,"$50,000 - $100,000",1,6,Denied,No
Claiborne County,Black,43,Male,Some College,Employed,"$20,000 - $50,000",2,6,Denied,No
Claiborne County,Black,51,Male,Some College,Unemployed,"> $100,000",3,7,Denied,No
Claiborne County,Black,19,Male,Bachelor's Degree,Employed,"$50,000 - $100,000",1,8,Denied,No
Claiborne County,Black,73,Male,Less than High School,Employed,"< $20,000",1,5,Denied,Yes
Claiborne County,Black,23,Male,High School,Unemployed,"> $100,000",0,5,Denied,No
Claiborne County,Black,60,Female,Some College,Unemployed,"< $20,000",2,6,Denied,No
Claiborne County,Black,40,Male,High School,Unemployed,"$20,000 - $50,000",1,7,Denied,No
Claiborne County,Black,30,Female,Some College,Employed,"< $20,000",1,6,Denied,Yes
Claiborne County,Black,46,Female,Bachelor's Degree,Employed,"$50,000 - $100,000",4,6,Denied,Yes
Claiborne County,Black,40,Male,High School,Employed,"$50,000 - $100,000",1,6,Denied,No
Claiborne County,Black,67,Female,Less than High School,Employed,"> $100,000",1,4,Granted,No
Claiborne County,Black,49,Male,Bachelor's Degree,Employed,"> $100,000",2,5,Denied,No
Claiborne County,Black,41,Female,Master's Degree,Employed,"$20,000 - $50,000",1,9,Denied,Yes
Claiborne County,Black,38,Male,Some College,Employed,"< $20,000",2,6,Denied,No
Claiborne County,Black,35,Male,Bachelor's Degree,Employed,"$50,000 - $100,000",2,4,Granted,No
Claiborne County,Black,21,Male,Some College,Unemployed,"$50,000 - $100,000",1,6,Denied,No
